,accuracy,accuracy,precision,precision,recall,recall,f1,f1,roc_auc,roc_auc
,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,
KNN,0.66947,0.005252927755071443,0.6736019101093433,0.004979457587131772,0.730015901082437,0.0046858017715381145,0.7006714213227802,0.004508563533335283,0.7283236553105101,0.006332982937327651
MLP,0.72193,0.0035221797228421024,0.7281713928165694,0.002463226638943657,0.7584537247378,0.015341245261891241,0.7429238235392618,0.006221162476177892,0.7971400924657566,0.004186433736528238
SVM,0.68448,0.0049323675856529445,0.6827435889262273,0.00416705039880999,0.755906693850579,0.016061260873613384,0.7173843474156139,0.006993354879596993,0.7480219184927523,0.007138223890417453
XGBoost,0.71937,0.005134393829849817,0.7334965040549657,0.004303223939801643,0.7388850522151151,0.0069155279361937825,0.7361751681616099,0.005265682442416747,0.796012948081694,0.005490019316850288
